Date of event,victims_isr_R,occurence_R,victims_pal_R,occurrence_pal_R,lnvic_R,lnvic_pal_R,lnvic_t_y_R,lnvic_pal_y_R,occurrence_t_y_R,occurrence_pal_t_y_R,occurrence_1_R,occurrence_2_7_R,occurrence_8_14_R,occurrence_pal_1_R,occurrence_pal_2_7_R,occurrence_pal_8_14_R
2000-09-29,5,1.0,1,1.0,1.791759469228055,0.6931471805599453,1.791759469228055,0.6931471805599453,1,1,0,0,0,0,0,0
2000-09-30,11,1.0,0,0.0,2.4849066497880004,0.0,2.833213344056216,0.6931471805599453,1,1,1,0,0,1,0,0
2000-10-01,9,1.0,1,1.0,2.302585092994046,0.6931471805599453,3.044522437723423,0.6931471805599453,1,1,1,1,0,0,1,0
2000-10-02,11,1.0,2,1.0,2.4849066497880004,1.0986122886681098,3.044522437723423,1.3862943611198906,1,1,1,1,0,1,1,0
2000-10-03,6,1.0,0,0.0,1.9459101490553132,0.0,2.8903717578961645,1.0986122886681098,1,1,1,1,0,1,1,0
2000-10-04,9,1.0,0,0.0,2.302585092994046,0.0,2.772588722239781,0.0,1,0,1,1,0,0,1,0
2000-10-05,2,1.0,0,0.0,1.0986122886681098,0.0,2.4849066497880004,0.0,1,0,1,1,0,0,1,0
2000-10-06,11,1.0,0,0.0,2.4849066497880004,0.0,2.6390573296152584,0.0,1,0,1,1,0,0,1,0
2000-10-07,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,2.6390573296152584,0.6931471805599453,1,1,1,1,1,0,1,1
2000-10-08,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,1,1,1,1,1,1,1,1
2000-10-09,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2000-10-10,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2000-10-11,4,1.0,0,0.0,1.6094379124341003,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,1
2000-10-12,0,0.0,2,1.0,0.0,1.0986122886681098,1.6094379124341003,1.0986122886681098,1,1,1,1,1,0,1,1
2000-10-13,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,1.0986122886681098,1,1,0,1,1,1,1,1
2000-10-14,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2000-10-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2000-10-16,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,1,0,0,1,1,0,1,1
2000-10-17,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2000-10-18,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2000-10-19,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,0,1,1,0,1,1
2000-10-20,10,1.0,0,0.0,2.3978952727983707,0.0,2.4849066497880004,0.6931471805599453,1,1,1,1,1,1,0,1
2000-10-21,3,1.0,0,0.0,1.3862943611198906,0.0,2.6390573296152584,0.0,1,0,1,1,1,0,1,1
2000-10-22,4,1.0,0,0.0,1.6094379124341003,0.0,2.0794415416798357,0.0,1,0,1,1,1,0,1,1
2000-10-23,1,1.0,0,0.0,0.6931471805599453,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2000-10-24,3,1.0,0,0.0,1.3862943611198906,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2000-10-25,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2000-10-26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2000-10-27,5,1.0,1,1.0,1.791759469228055,0.6931471805599453,1.791759469228055,0.6931471805599453,1,1,0,1,1,0,0,1
2000-10-28,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,1.9459101490553132,1.0986122886681098,1,1,1,1,1,1,0,1
2000-10-29,6,1.0,0,0.0,1.9459101490553132,0.0,2.0794415416798357,0.6931471805599453,1,1,1,1,1,1,1,1
2000-10-30,0,0.0,1,1.0,0.0,0.6931471805599453,1.9459101490553132,0.6931471805599453,1,1,1,1,1,0,1,1
2000-10-31,5,1.0,0,0.0,1.791759469228055,0.0,1.791759469228055,0.6931471805599453,1,1,0,1,1,1,1,1
2000-11-01,7,1.0,3,1.0,2.0794415416798357,1.3862943611198906,2.5649493574615367,1.3862943611198906,1,1,1,1,1,0,1,1
2000-11-02,2,1.0,2,1.0,1.0986122886681098,1.0986122886681098,2.302585092994046,1.791759469228055,1,1,1,1,1,1,1,1
2000-11-03,4,1.0,0,0.0,1.6094379124341003,0.0,1.9459101490553132,1.0986122886681098,1,1,1,1,1,1,1,0
2000-11-04,0,0.0,0,0.0,0.0,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2000-11-05,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2000-11-06,2,1.0,0,0.0,1.0986122886681098,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2000-11-07,2,1.0,0,0.0,1.0986122886681098,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2000-11-08,7,1.0,1,1.0,2.0794415416798357,0.6931471805599453,2.302585092994046,0.6931471805599453,1,1,1,1,1,0,1,1
2000-11-09,4,1.0,0,0.0,1.6094379124341003,0.0,2.4849066497880004,0.6931471805599453,1,1,1,1,1,1,1,1
2000-11-10,6,1.0,1,1.0,1.9459101490553132,0.6931471805599453,2.3978952727983707,0.6931471805599453,1,1,1,1,1,0,1,1
2000-11-11,8,1.0,0,0.0,2.1972245773362196,0.0,2.70805020110221,0.6931471805599453,1,1,1,1,1,1,1,1
2000-11-12,1,1.0,0,0.0,0.6931471805599453,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,1
2000-11-13,3,1.0,4,1.0,1.3862943611198906,1.6094379124341003,1.6094379124341003,1.6094379124341003,1,1,1,1,1,0,1,1
2000-11-14,3,1.0,0,0.0,1.3862943611198906,0.0,1.9459101490553132,1.6094379124341003,1,1,1,1,1,1,1,1
2000-11-15,10,1.0,0,0.0,2.3978952727983707,0.0,2.6390573296152584,0.0,1,0,1,1,1,0,1,1
2000-11-16,2,1.0,0,0.0,1.0986122886681098,0.0,2.5649493574615367,0.0,1,0,1,1,1,0,1,1
2000-11-17,7,1.0,0,0.0,2.0794415416798357,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,1
2000-11-18,1,1.0,2,1.0,0.6931471805599453,1.0986122886681098,2.1972245773362196,1.0986122886681098,1,1,1,1,1,0,1,1
2000-11-19,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,1.0986122886681098,1,1,1,1,1,1,1,1
2000-11-20,5,1.0,2,1.0,1.791759469228055,1.0986122886681098,2.0794415416798357,1.0986122886681098,1,1,1,1,1,0,1,1
2000-11-21,6,1.0,1,1.0,1.9459101490553132,0.6931471805599453,2.4849066497880004,1.3862943611198906,1,1,1,1,1,1,1,1
2000-11-22,5,1.0,2,1.0,1.791759469228055,1.0986122886681098,2.4849066497880004,1.3862943611198906,1,1,1,1,1,1,1,1
2000-11-23,3,1.0,2,1.0,1.3862943611198906,1.0986122886681098,2.1972245773362196,1.6094379124341003,1,1,1,1,1,1,1,1
2000-11-24,5,1.0,2,1.0,1.791759469228055,1.0986122886681098,2.1972245773362196,1.6094379124341003,1,1,1,1,1,1,1,1
2000-11-25,4,1.0,0,0.0,1.6094379124341003,0.0,2.302585092994046,1.0986122886681098,1,1,1,1,1,1,1,1
2000-11-26,6,1.0,0,0.0,1.9459101490553132,0.0,2.3978952727983707,0.0,1,0,1,1,1,0,1,1
2000-11-27,0,0.0,0,0.0,0.0,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,1
2000-11-28,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2000-11-29,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2000-11-30,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,1,0,0,1,1,0,1,1
2000-12-01,3,1.0,0,0.0,1.3862943611198906,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,1
2000-12-02,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,0,1
2000-12-03,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2000-12-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2000-12-05,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,1,0,0,1,1,0,0,1
2000-12-06,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,1
2000-12-07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2000-12-08,9,1.0,3,1.0,2.302585092994046,1.3862943611198906,2.302585092994046,1.3862943611198906,1,1,0,1,1,0,0,1
2000-12-09,0,0.0,0,0.0,0.0,0.0,2.302585092994046,1.3862943611198906,1,1,1,1,1,1,0,0
2000-12-10,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,0
2000-12-11,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,0
2000-12-12,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,0
2000-12-13,5,1.0,0,0.0,1.791759469228055,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,0
2000-12-14,5,1.0,0,0.0,1.791759469228055,0.0,2.3978952727983707,0.0,1,0,1,1,1,0,1,0
2000-12-15,4,1.0,0,0.0,1.6094379124341003,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,0
2000-12-16,0,0.0,0,0.0,0.0,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,0,1
2000-12-17,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,0,1
2000-12-18,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2000-12-19,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2000-12-20,4,1.0,0,0.0,1.6094379124341003,0.0,1.791759469228055,0.0,1,0,1,1,1,0,0,1
2000-12-21,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,1.791759469228055,0.6931471805599453,1,1,1,1,1,0,0,1
2000-12-22,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,1,1,1,1,1,1,0,1
2000-12-23,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,0
2000-12-24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2000-12-25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2000-12-26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2000-12-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2000-12-28,1,1.0,2,1.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,1,1,0,1,1,0,1,0
2000-12-29,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,1,1,1,1,1,1,0,1
2000-12-30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2000-12-31,3,1.0,2,1.0,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.0986122886681098,1,1,0,1,1,0,1,1
2001-01-01,2,1.0,0,0.0,1.0986122886681098,0.0,1.791759469228055,1.0986122886681098,1,1,1,1,1,1,1,1
2001-01-02,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-01-03,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-01-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-01-05,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-01-06,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-01-07,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-01-08,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,1
2001-01-09,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,1
2001-01-10,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2001-01-11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-01-12,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2001-01-13,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2001-01-14,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,0,1
2001-01-15,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1,1,0,1,1,1,0,0
2001-01-16,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,0
2001-01-17,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,1,0
2001-01-18,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,0
2001-01-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2001-01-20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2001-01-21,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,0
2001-01-22,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-01-23,0,0.0,2,1.0,0.0,1.0986122886681098,0.0,1.0986122886681098,0,1,0,1,1,0,1,1
2001-01-24,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,1.0986122886681098,1,1,0,1,1,1,1,1
2001-01-25,0,0.0,1,1.0,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1,1,1,1,1,0,1,1
2001-01-26,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,1
2001-01-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-01-28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-01-29,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,1,1,0,1,1,0,1,1
2001-01-30,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,1,1,1,1,1,1,1,1
2001-01-31,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2001-02-01,0,0.0,2,1.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1,1,1,1,1,0,1,1
2001-02-02,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1,1,0,1,1,1,1,1
2001-02-03,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-02-04,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-02-05,0,0.0,1,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,1,1,1,0,1,1
2001-02-06,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,1
2001-02-07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-02-08,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-02-09,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-02-10,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-02-11,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,1,1
2001-02-12,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,1,1,0,1,1,1,1,1
2001-02-13,2,1.0,0,0.0,1.0986122886681098,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2001-02-14,1,1.0,8,1.0,0.6931471805599453,2.1972245773362196,1.3862943611198906,2.1972245773362196,1,1,1,1,1,0,1,1
2001-02-15,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,2.302585092994046,1,1,1,1,1,1,1,1
2001-02-16,3,1.0,0,0.0,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,1,1,1,1,1,1,1,1
2001-02-17,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-02-18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-02-19,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-02-20,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-02-21,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-02-22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-02-23,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2001-02-24,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2001-02-25,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2001-02-26,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2001-02-27,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2001-02-28,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2001-03-01,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,0,1
2001-03-02,4,1.0,0,0.0,1.6094379124341003,0.0,1.6094379124341003,0.6931471805599453,1,1,0,1,1,1,0,0
2001-03-03,3,1.0,0,0.0,1.3862943611198906,0.0,2.0794415416798357,0.0,1,0,1,1,1,0,1,0
2001-03-04,1,1.0,3,1.0,0.6931471805599453,1.3862943611198906,1.6094379124341003,1.3862943611198906,1,1,1,1,1,0,1,0
2001-03-05,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,1.3862943611198906,1,1,1,1,1,1,1,0
2001-03-06,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2001-03-07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2001-03-08,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2001-03-09,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-03-10,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-03-11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-03-12,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2001-03-13,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2001-03-14,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,1,0,0,1,1,0,0,1
2001-03-15,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,1
2001-03-16,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2001-03-17,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2001-03-18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-03-19,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,0,0
2001-03-20,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,0,0
2001-03-21,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,0
2001-03-22,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,0
2001-03-23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2001-03-24,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,0
2001-03-25,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,0
2001-03-26,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,1,0
2001-03-27,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,0,1
2001-03-28,3,1.0,2,1.0,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.0986122886681098,1,1,0,1,1,0,1,1
2001-03-29,2,1.0,0,0.0,1.0986122886681098,0.0,1.791759469228055,1.0986122886681098,1,1,1,1,1,1,1,1
2001-03-30,6,1.0,0,0.0,1.9459101490553132,0.0,2.1972245773362196,0.0,1,0,1,1,1,0,1,1
2001-03-31,0,0.0,0,0.0,0.0,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,1
2001-04-01,0,0.0,2,1.0,0.0,1.0986122886681098,0.0,1.0986122886681098,0,1,0,1,1,0,1,1
2001-04-02,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,1,1,0,1,1,1,1,1
2001-04-03,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1,1,1,1,1,1,1,1
2001-04-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-04-05,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2001-04-06,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-04-07,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-04-08,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-04-09,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-04-10,5,1.0,0,0.0,1.791759469228055,0.0,1.791759469228055,0.0,1,0,0,1,1,0,0,1
2001-04-11,0,0.0,0,0.0,0.0,0.0,1.791759469228055,0.0,1,0,1,1,1,0,0,1
2001-04-12,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2001-04-13,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2001-04-14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-04-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-04-16,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,0,1
2001-04-17,3,1.0,0,0.0,1.3862943611198906,0.0,1.791759469228055,0.0,1,0,1,1,1,0,0,0
2001-04-18,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,0,0
2001-04-19,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,0
2001-04-20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2001-04-21,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,0,0
2001-04-22,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,1.0986122886681098,0,1,0,1,1,1,0,0
2001-04-23,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1,1,0,1,1,1,1,0
2001-04-24,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,0
2001-04-25,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,0
2001-04-26,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,0
2001-04-27,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,0
2001-04-28,0,0.0,2,1.0,0.0,1.0986122886681098,0.0,1.0986122886681098,0,1,0,1,1,0,1,0
2001-04-29,0,0.0,0,0.0,0.0,0.0,0.0,1.0986122886681098,0,1,0,1,1,1,1,1
2001-04-30,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-05-01,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1,1,1,1,1,0,1,1
2001-05-02,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1,1,1,1,1,1,1,1
2001-05-03,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-05-04,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-05-05,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-05-06,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-05-07,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-05-08,0,0.0,1,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,1,1,1,0,1,1
2001-05-09,0,0.0,2,1.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0,1,0,1,1,1,0,1
2001-05-10,0,0.0,0,0.0,0.0,0.0,0.0,1.0986122886681098,0,1,0,1,1,1,1,1
2001-05-11,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-05-12,3,1.0,0,0.0,1.3862943611198906,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2001-05-13,7,1.0,0,0.0,2.0794415416798357,0.0,2.3978952727983707,0.0,1,0,1,1,1,0,1,1
2001-05-14,1,1.0,0,0.0,0.6931471805599453,0.0,2.1972245773362196,0.0,1,0,1,1,1,0,1,1
